size,mean option price 
100,15.7559390057255
375,16.3179864250119
650,17.0082723622023
815,17.0451844446115
1035,16.6672892074983
1325,16.8733359702202
2200,16.984311711826
3500,16.8010045884217
6500,16.6258723334082
15000,16.3156110160328
