,100,375,650,815,1035,1325,2200,3500,6500,15000,Mean
Baseline ANN + SGD Train,0.6729996204376221,0.9161855578422546,0.8823542594909668,0.9935779571533203,0.9174827933311462,0.877659022808075,0.9280202984809875,1.014300346374512,0.9132927656173706,0.9448601603507996,0.9060732781887054
Baseline ANN + SGD + Momentum Train,0.02399645373225212,0.08636301755905151,0.1005245372653008,0.1091621071100235,0.09260288625955582,0.1031945571303368,0.1114537045359612,0.1166356429457664,0.115291528403759,0.1125942543148994,0.09718186892569067
Expanded ANN + Adam Train,0.002296130172908306,0.06931687146425247,0.01244830526411533,0.05749869346618652,0.02444024011492729,0.03885757550597191,0.02240664325654507,0.08419626951217651,0.0339520163834095,0.0659354105591774,0.04113481556996703
Expanded ANN + SGD Train,0.1589623093605042,0.6051850914955139,0.8848477602005005,0.78785240650177,1.73022186756134,0.8556720614433289,1.710281014442444,2.170948505401611,1.200823307037354,1.246626734733582,1.1351421058177948
Baseline ANN + SGD Test,1.968077773024901,1.231733777850973,1.048312563964137,1.044269938616984,1.172997460834286,1.033525743629861,1.05225156975366,1.007848841742618,1.018510506204705,0.9389187185816209,1.1516446894203747
Baseline ANN + SGD + Momentum Test,0.5548818939146841,0.3367055686747508,0.2466179354424972,0.1750406110161113,0.1768179194093201,0.2390469395929364,0.1699868702529598,0.1448821319779041,0.1546365047769731,0.1302452067969065,0.23288615818550434
Expanded ANN + Adam Test,1.529954388310258,0.2105804548238586,0.1159808970208495,0.1747323865401215,0.2296523307700641,0.117656915705636,0.07354096829418422,0.09618889301494907,0.04725646775788245,0.0802452188015214,0.2675788921039325
Expanded ANN + SGD Test,2.520434973378063,1.380247885226664,1.326367712103389,0.9021667476501668,2.545045969044134,1.114223667320605,2.006662562333388,2.42550831542742,1.136382193079722,1.284853387537399,1.6641893413100948
Mean Option Price (Train) USD$,15.7559390057255,16.3179864250119,17.0082723622023,17.0451844446115,16.6672892074983,16.8733359702202,16.984311711826,16.8010045884217,16.6258723334082,16.3156110160328,
Mean Option Price (Test) USD$,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,14.6471141224368,
